-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 08/01/2020 through 07/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M
26.5,118.125,2020,8,9,1.97
26.5,118.75,2020,8,9,2.58
26.5,119.375,2020,8,9,2.36
26.5,120.0,2020,8,9,3.03
27.0,117.5,2020,8,9,2.47
27.0,118.125,2020,8,9,2.24
27.0,118.75,2020,8,9,2.8
27.0,119.375,2020,8,9,2.46
27.0,120.0,2020,8,9,2.72
24.0,117.5,2020,8,10,3.61
24.0,118.125,2020,8,10,4.5
24.0,118.75,2020,8,10,5.03
24.0,119.375,2020,8,10,5.25
24.0,120.0,2020,8,10,5.28
24.5,117.5,2020,8,10,2.97
24.5,118.125,2020,8,10,4.3
24.5,118.75,2020,8,10,5.17
24.5,119.375,2020,8,10,5.1
24.5,120.0,2020,8,10,4.92
25.0,117.5,2020,8,10,2.75
25.0,118.125,2020,8,10,3.66
25.0,118.75,2020,8,10,4.71
25.0,119.375,2020,8,10,5.53
25.0,120.0,2020,8,10,5.42
25.5,117.5,2020,8,10,2.96
25.5,118.125,2020,8,10,3.13
25.5,118.75,2020,8,10,3.86
25.5,119.375,2020,8,10,5.76
25.5,120.0,2020,8,10,6.16
26.0,117.5,2020,8,10,3.04
26.0,118.125,2020,8,10,3.02
26.0,118.75,2020,8,10,2.71
26.0,119.375,2020,8,10,4.33
26.0,120.0,2020,8,10,5.98
26.5,117.5,2020,8,10,2.76
26.5,118.125,2020,8,10,2.63
26.5,118.75,2020,8,10,2.54
26.5,119.375,2020,8,10,2.9
26.5,120.0,2020,8,10,4.63
27.0,117.5,2020,8,10,2.74
27.0,118.125,2020,8,10,2.89
27.0,118.75,2020,8,10,3.06
27.0,119.375,2020,8,10,2.85
27.0,120.0,2020,8,10,3.32
24.0,117.5,2020,8,11,6.17
24.0,118.125,2020,8,11,7.67
24.0,118.75,2020,8,11,10.58
24.0,119.375,2020,8,11,11.88
24.0,120.0,2020,8,11,9.98
24.5,117.5,2020,8,11,4.78
24.5,118.125,2020,8,11,7.45
24.5,118.75,2020,8,11,10.56
24.5,119.375,2020,8,11,10.31
24.5,120.0,2020,8,11,8.67
25.0,117.5,2020,8,11,3.85
25.0,118.125,2020,8,11,6.98
25.0,118.75,2020,8,11,9.03
25.0,119.375,2020,8,11,9.39
25.0,120.0,2020,8,11,7.38
25.5,117.5,2020,8,11,3.6
25.5,118.125,2020,8,11,6.0
25.5,118.75,2020,8,11,7.45
25.5,119.375,2020,8,11,9.12
25.5,120.0,2020,8,11,6.04
26.0,117.5,2020,8,11,3.51
26.0,118.125,2020,8,11,5.2
26.0,118.75,2020,8,11,5.44
26.0,119.375,2020,8,11,6.48
26.0,120.0,2020,8,11,5.21
26.5,117.5,2020,8,11,3.36
26.5,118.125,2020,8,11,4.72
26.5,118.75,2020,8,11,5.42
26.5,119.375,2020,8,11,4.55
26.5,120.0,2020,8,11,4.83
27.0,117.5,2020,8,11,4.25
27.0,118.125,2020,8,11,5.06
27.0,118.75,2020,8,11,5.86
27.0,119.375,2020,8,11,4.18
27.0,120.0,2020,8,11,4.07
24.0,117.5,2020,8,12,5.2
24.0,118.125,2020,8,12,6.11
24.0,118.75,2020,8,12,6.48
24.0,119.375,2020,8,12,7.11
24.0,120.0,2020,8,12,6.36
24.5,117.5,2020,8,12,3.96
24.5,118.125,2020,8,12,5.07
24.5,118.75,2020,8,12,5.8
24.5,119.375,2020,8,12,6.21
24.5,120.0,2020,8,12,5.18
25.0,117.5,2020,8,12,4.02
25.0,118.125,2020,8,12,4.61
25.0,118.75,2020,8,12,4.75
25.0,119.375,2020,8,12,5.36
25.0,120.0,2020,8,12,3.96
25.5,117.5,2020,8,12,4.22
25.5,118.125,2020,8,12,4.35
25.5,118.75,2020,8,12,4.4
25.5,119.375,2020,8,12,5.3
25.5,120.0,2020,8,12,3.92
26.0,117.5,2020,8,12,4.09
26.0,118.125,2020,8,12,4.16
26.0,118.75,2020,8,12,3.73
26.0,119.375,2020,8,12,4.44
26.0,120.0,2020,8,12,4.24
26.5,117.5,2020,8,12,3.58
26.5,118.125,2020,8,12,3.5
26.5,118.75,2020,8,12,3.78
26.5,119.375,2020,8,12,3.76
26.5,120.0,2020,8,12,4.36
27.0,117.5,2020,8,12,3.92
27.0,118.125,2020,8,12,3.68
27.0,118.75,2020,8,12,4.15
27.0,119.375,2020,8,12,3.69
27.0,120.0,2020,8,12,4.08
24.0,117.5,2020,8,13,2.92
24.0,118.125,2020,8,13,2.67
24.0,118.75,2020,8,13,2.16
24.0,119.375,2020,8,13,1.71
24.0,120.0,2020,8,13,3.23
24.5,117.5,2020,8,13,2.97
24.5,118.125,2020,8,13,3.15
24.5,118.75,2020,8,13,2.6
24.5,119.375,2020,8,13,1.65
24.5,120.0,2020,8,13,2.25
25.0,117.5,2020,8,13,3.23
25.0,118.125,2020,8,13,3.31
25.0,118.75,2020,8,13,3.14
25.0,119.375,2020,8,13,2.43
25.0,120.0,2020,8,13,1.26
25.5,117.5,2020,8,13,3.3
25.5,118.125,2020,8,13,3.36
25.5,118.75,2020,8,13,3.43
25.5,119.375,2020,8,13,3.45
25.5,120.0,2020,8,13,2.3
26.0,117.5,2020,8,13,3.14
26.0,118.125,2020,8,13,3.16
26.0,118.75,2020,8,13,2.55
26.0,119.375,2020,8,13,3.16
26.0,120.0,2020,8,13,3.3
26.5,117.5,2020,8,13,2.83
26.5,118.125,2020,8,13,2.49
26.5,118.75,2020,8,13,2.51
26.5,119.375,2020,8,13,2.81
26.5,120.0,2020,8,13,3.55
27.0,117.5,2020,8,13,2.91
27.0,118.125,2020,8,13,2.62
27.0,118.75,2020,8,13,2.91
27.0,119.375,2020,8,13,2.68
27.0,120.0,2020,8,13,3.43
24.0,117.5,2020,8,14,3.88
24.0,118.125,2020,8,14,4.35
24.0,118.75,2020,8,14,4.08
24.0,119.375,2020,8,14,3.51
24.0,120.0,2020,8,14,3.33
24.5,117.5,2020,8,14,3.19
24.5,118.125,2020,8,14,4.0
24.5,118.75,2020,8,14,4.1
24.5,119.375,2020,8,14,3.43
24.5,120.0,2020,8,14,2.6
25.0,117.5,2020,8,14,1.92
25.0,118.125,2020,8,14,2.85
25.0,118.75,2020,8,14,3.09
25.0,119.375,2020,8,14,2.68
25.0,120.0,2020,8,14,1.55
25.5,117.5,2020,8,14,1.35
25.5,118.125,2020,8,14,2.06
25.5,118.75,2020,8,14,2.4
25.5,119.375,2020,8,14,2.23
25.5,120.0,2020,8,14,1.34
26.0,117.5,2020,8,14,1.4
26.0,118.125,2020,8,14,1.84
26.0,118.75,2020,8,14,2.05
26.0,119.375,2020,8,14,2.07
26.0,120.0,2020,8,14,1.98
26.5,117.5,2020,8,14,1.52
26.5,118.125,2020,8,14,1.58
26.5,118.75,2020,8,14,2.03
26.5,119.375,2020,8,14,1.91
26.5,120.0,2020,8,14,2.16
27.0,117.5,2020,8,14,1.81
27.0,118.125,2020,8,14,1.6
27.0,118.75,2020,8,14,2.15
27.0,119.375,2020,8,14,2.22
27.0,120.0,2020,8,14,2.12
24.0,117.5,2020,8,15,3.25
24.0,118.125,2020,8,15,3.48
24.0,118.75,2020,8,15,2.69
24.0,119.375,2020,8,15,1.68
24.0,120.0,2020,8,15,1.72
24.5,117.5,2020,8,15,2.63
24.5,118.125,2020,8,15,3.03
24.5,118.75,2020,8,15,2.71
24.5,119.375,2020,8,15,1.7
24.5,120.0,2020,8,15,1.45
25.0,117.5,2020,8,15,2.07
25.0,118.125,2020,8,15,2.78
25.0,118.75,2020,8,15,2.1
25.0,119.375,2020,8,15,1.66
25.0,120.0,2020,8,15,1.31
25.5,117.5,2020,8,15,2.46
25.5,118.125,2020,8,15,2.68
25.5,118.75,2020,8,15,2.18
25.5,119.375,2020,8,15,2.02
25.5,120.0,2020,8,15,1.59
26.0,117.5,2020,8,15,2.4
26.0,118.125,2020,8,15,2.79
26.0,118.75,2020,8,15,2.45
26.0,119.375,2020,8,15,2.55
26.0,120.0,2020,8,15,2.63
26.5,117.5,2020,8,15,2.12
26.5,118.125,2020,8,15,2.81
26.5,118.75,2020,8,15,2.75
26.5,119.375,2020,8,15,2.61
26.5,120.0,2020,8,15,3.09
27.0,117.5,2020,8,15,2.23
27.0,118.125,2020,8,15,2.73
27.0,118.75,2020,8,15,2.75
27.0,119.375,2020,8,15,2.76
27.0,120.0,2020,8,15,2.63
24.0,117.5,2020,8,16,2.34
24.0,118.125,2020,8,16,2.16
24.0,118.75,2020,8,16,1.53
24.0,119.375,2020,8,16,1.94
24.0,120.0,2020,8,16,3.49
24.5,117.5,2020,8,16,2.2
24.5,118.125,2020,8,16,2.19
24.5,118.75,2020,8,16,1.84
24.5,119.375,2020,8,16,1.44
24.5,120.0,2020,8,16,2.95
25.0,117.5,2020,8,16,2.21
25.0,118.125,2020,8,16,2.03
25.0,118.75,2020,8,16,1.81
25.0,119.375,2020,8,16,1.47
25.0,120.0,2020,8,16,2.52
25.5,117.5,2020,8,16,2.39
25.5,118.125,2020,8,16,2.16
25.5,118.75,2020,8,16,1.87
25.5,119.375,2020,8,16,1.81
25.5,120.0,2020,8,16,2.07
26.0,117.5,2020,8,16,2.2
26.0,118.125,2020,8,16,2.35
26.0,118.75,2020,8,16,2.26
26.0,119.375,2020,8,16,1.83
26.0,120.0,2020,8,16,1.9
26.5,117.5,2020,8,16,1.89
26.5,118.125,2020,8,16,2.28
26.5,118.75,2020,8,16,2.62
26.5,119.375,2020,8,16,1.94
26.5,120.0,2020,8,16,2.22
27.0,117.5,2020,8,16,2.13
27.0,118.125,2020,8,16,2.54
27.0,118.75,2020,8,16,2.77
27.0,119.375,2020,8,16,2.63
27.0,120.0,2020,8,16,2.56
24.0,117.5,2020,8,17,2.86
24.0,118.125,2020,8,17,3.78
24.0,118.75,2020,8,17,4.77
24.0,119.375,2020,8,17,3.9
24.0,120.0,2020,8,17,4.25
24.5,117.5,2020,8,17,3.03
24.5,118.125,2020,8,17,4.65
24.5,118.75,2020,8,17,6.24
24.5,119.375,2020,8,17,5.85
24.5,120.0,2020,8,17,3.98
25.0,117.5,2020,8,17,2.28
25.0,118.125,2020,8,17,3.71
25.0,118.75,2020,8,17,6.48
25.0,119.375,2020,8,17,7.71
25.0,120.0,2020,8,17,7.26
25.5,117.5,2020,8,17,2.45
25.5,118.125,2020,8,17,3.05
25.5,118.75,2020,8,17,5.05
25.5,119.375,2020,8,17,7.86
25.5,120.0,2020,8,17,8.61
26.0,117.5,2020,8,17,2.88
26.0,118.125,2020,8,17,3.18
26.0,118.75,2020,8,17,3.55
26.0,119.375,2020,8,17,5.83
26.0,120.0,2020,8,17,7.03
26.5,117.5,2020,8,17,2.93
26.5,118.125,2020,8,17,3.0
26.5,118.75,2020,8,17,3.46
26.5,119.375,2020,8,17,4.16
26.5,120.0,2020,8,17,5.13
27.0,117.5,2020,8,17,3.05
27.0,118.125,2020,8,17,2.77
27.0,118.75,2020,8,17,3.35
27.0,119.375,2020,8,17,3.68
27.0,120.0,2020,8,17,4.06
24.0,117.5,2020,8,18,4.0
24.0,118.125,2020,8,18,3.19
24.0,118.75,2020,8,18,2.66
24.0,119.375,2020,8,18,2.53
24.0,120.0,2020,8,18,4.02
24.5,117.5,2020,8,18,3.73
24.5,118.125,2020,8,18,4.21
24.5,118.75,2020,8,18,4.2
24.5,119.375,2020,8,18,2.7
24.5,120.0,2020,8,18,2.85
25.0,117.5,2020,8,18,3.08
25.0,118.125,2020,8,18,4.02
25.0,118.75,2020,8,18,6.07
25.0,119.375,2020,8,18,5.41
25.0,120.0,2020,8,18,3.94
25.5,117.5,2020,8,18,2.96
25.5,118.125,2020,8,18,3.53
25.5,118.75,2020,8,18,5.2
25.5,119.375,2020,8,18,7.37
25.5,120.0,2020,8,18,7.49
26.0,117.5,2020,8,18,3.14
26.0,118.125,2020,8,18,3.58
26.0,118.75,2020,8,18,4.04
26.0,119.375,2020,8,18,6.22
26.0,120.0,2020,8,18,7.4
26.5,117.5,2020,8,18,3.3
26.5,118.125,2020,8,18,3.29
26.5,118.75,2020,8,18,4.06
26.5,119.375,2020,8,18,4.55
26.5,120.0,2020,8,18,5.56
27.0,117.5,2020,8,18,3.35
27.0,118.125,2020,8,18,2.92
27.0,118.75,2020,8,18,3.98
27.0,119.375,2020,8,18,4.15
27.0,120.0,2020,8,18,4.3
24.0,117.5,2020,8,19,2.85
24.0,118.125,2020,8,19,1.66
24.0,118.75,2020,8,19,1.79
24.0,119.375,2020,8,19,3.82
24.0,120.0,2020,8,19,4.0
24.5,117.5,2020,8,19,2.58
24.5,118.125,2020,8,19,1.83
24.5,118.75,2020,8,19,2.93
24.5,119.375,2020,8,19,3.91
24.5,120.0,2020,8,19,3.72
25.0,117.5,2020,8,19,2.31
25.0,118.125,2020,8,19,2.13
25.0,118.75,2020,8,19,4.07
25.0,119.375,2020,8,19,4.95
25.0,120.0,2020,8,19,4.01
25.5,117.5,2020,8,19,2.36
25.5,118.125,2020,8,19,2.07
25.5,118.75,2020,8,19,3.57
25.5,119.375,2020,8,19,6.03
25.5,120.0,2020,8,19,6.28
26.0,117.5,2020,8,19,2.12
26.0,118.125,2020,8,19,2.44
26.0,118.75,2020,8,19,3.01
26.0,119.375,2020,8,19,5.1
26.0,120.0,2020,8,19,6.34
26.5,117.5,2020,8,19,2.22
26.5,118.125,2020,8,19,2.55
26.5,118.75,2020,8,19,3.22
26.5,119.375,2020,8,19,3.92
26.5,120.0,2020,8,19,4.67
27.0,117.5,2020,8,19,2.4
27.0,118.125,2020,8,19,2.47
27.0,118.75,2020,8,19,3.22
27.0,119.375,2020,8,19,3.49
27.0,120.0,2020,8,19,3.54
24.0,117.5,2020,8,20,3.3
24.0,118.125,2020,8,20,4.01
24.0,118.75,2020,8,20,4.76
24.0,119.375,2020,8,20,3.03
24.0,120.0,2020,8,20,2.41
24.5,117.5,2020,8,20,3.2
24.5,118.125,2020,8,20,4.66
24.5,118.75,2020,8,20,6.28
24.5,119.375,2020,8,20,5.53
24.5,120.0,2020,8,20,2.45
25.0,117.5,2020,8,20,2.38
25.0,118.125,2020,8,20,3.75
25.0,118.75,2020,8,20,6.36
25.0,119.375,2020,8,20,7.28
25.0,120.0,2020,8,20,6.82
25.5,117.5,2020,8,20,2.35
25.5,118.125,2020,8,20,2.93
25.5,118.75,2020,8,20,4.58
25.5,119.375,2020,8,20,6.8
25.5,120.0,2020,8,20,7.59
26.0,117.5,2020,8,20,2.49
26.0,118.125,2020,8,20,2.93
26.0,118.75,2020,8,20,2.91
26.0,119.375,2020,8,20,4.65
26.0,120.0,2020,8,20,5.93
26.5,117.5,2020,8,20,2.53
26.5,118.125,2020,8,20,2.82
26.5,118.75,2020,8,20,3.14
26.5,119.375,2020,8,20,3.55
26.5,120.0,2020,8,20,4.32
27.0,117.5,2020,8,20,2.12
27.0,118.125,2020,8,20,2.25
27.0,118.75,2020,8,20,3.32
27.0,119.375,2020,8,20,3.17
27.0,120.0,2020,8,20,3.5
24.0,117.5,2020,8,21,2.47
24.0,118.125,2020,8,21,1.82
24.0,118.75,2020,8,21,1.85
24.0,119.375,2020,8,21,2.95
24.0,120.0,2020,8,21,4.01
24.5,117.5,2020,8,21,2.77
24.5,118.125,2020,8,21,3.63
24.5,118.75,2020,8,21,4.21
24.5,119.375,2020,8,21,3.16
24.5,120.0,2020,8,21,3.26
25.0,117.5,2020,8,21,2.48
25.0,118.125,2020,8,21,3.67
25.0,118.75,2020,8,21,5.74
25.0,119.375,2020,8,21,5.66
