-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2015 through 08/01/2025 in LST
Location: Latitude  24.3415   Longitude 120.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WS10M
2016,11,11,14,10.08,9.2
2016,11,11,15,9.75,8.9
2016,11,11,16,9.35,8.54
2016,11,11,17,8.97,8.21
2016,11,11,18,8.68,7.94
2016,11,11,19,8.37,7.66
2016,11,11,20,7.86,7.21
2016,11,11,21,7.17,6.6
2016,11,11,22,6.45,5.96
2016,11,11,23,5.65,5.26
2016,11,12,0,4.77,4.47
2016,11,12,1,3.76,3.56
2016,11,12,2,2.49,2.39
2016,11,12,3,0.81,0.78
2016,11,12,4,1.05,1.0
2016,11,12,5,2.45,2.31
2016,11,12,6,3.18,3.01
2016,11,12,7,3.23,3.08
2016,11,12,8,3.09,2.97
2016,11,12,9,2.92,2.83
2016,11,12,10,2.81,2.73
2016,11,12,11,2.87,2.79
2016,11,12,12,3.14,3.03
2016,11,12,13,3.57,3.44
2016,11,12,14,3.9,3.75
2016,11,12,15,4.01,3.85
2016,11,12,16,3.95,3.78
2016,11,12,17,3.85,3.67
2016,11,12,18,3.77,3.6
2016,11,12,19,3.76,3.6
2016,11,12,20,3.8,3.63
2016,11,12,21,3.94,3.76
2016,11,12,22,4.2,4.0
2016,11,12,23,4.53,4.29
2016,11,13,0,4.85,4.58
2016,11,13,1,5.18,4.86
2016,11,13,2,5.47,5.12
2016,11,13,3,5.68,5.3
2016,11,13,4,5.78,5.38
2016,11,13,5,5.79,5.39
2016,11,13,6,5.67,5.28
2016,11,13,7,5.37,5.01
2016,11,13,8,5.04,4.7
2016,11,13,9,4.71,4.43
2016,11,13,10,4.61,4.37
2016,11,13,11,4.68,4.45
2016,11,13,12,4.56,4.34
2016,11,13,13,4.15,3.96
2016,11,13,14,3.69,3.54
2016,11,13,15,3.32,3.19
2016,11,13,16,3.12,2.99
2016,11,13,17,3.09,2.95
2016,11,13,18,3.03,2.88
2016,11,13,19,2.82,2.69
2016,11,13,20,2.49,2.38
2016,11,13,21,2.1,2.02
2016,11,13,22,1.68,1.62
2016,11,13,23,1.27,1.23
2016,11,14,0,1.13,1.11
2016,11,14,1,1.5,1.48
2016,11,14,2,2.06,2.0
2016,11,14,3,2.43,2.34
2016,11,14,4,2.53,2.43
2016,11,14,5,2.42,2.33
2016,11,14,6,2.09,2.04
2016,11,14,7,1.62,1.57
2016,11,14,8,1.19,1.18
2016,11,14,9,1.03,1.03
2016,11,14,10,1.44,1.41
2016,11,14,11,2.01,1.95
2016,11,14,12,2.34,2.25
2016,11,14,13,2.36,2.27
2016,11,14,14,2.14,2.06
2016,11,14,15,1.78,1.72
2016,11,14,16,1.32,1.29
2016,11,14,17,0.93,0.93
2016,11,14,18,1.04,1.02
2016,11,14,19,1.43,1.36
2016,11,14,20,1.74,1.64
2016,11,14,21,1.96,1.84
2016,11,14,22,2.34,2.18
2016,11,14,23,3.2,2.97
2016,11,15,0,4.48,4.15
2016,11,15,1,5.9,5.39
2016,11,15,2,7.13,6.43
2016,11,15,3,8.1,7.24
2016,11,15,4,8.67,7.71
2016,11,15,5,9.35,8.27
2016,11,15,6,9.68,8.53
2016,11,15,7,9.6,8.47
2016,11,15,8,9.67,8.5
2016,11,15,9,10.26,9.02
2016,11,15,10,11.0,9.62
2016,11,15,11,11.65,10.18
2016,11,15,12,12.27,10.76
2016,11,15,13,12.82,11.3
2016,11,15,14,13.42,11.81
2016,11,15,15,14.34,12.55
2016,11,15,16,14.93,13.04
2016,11,15,17,15.14,13.22
2016,11,15,18,15.06,13.17
2016,11,15,19,14.59,12.81
2016,11,15,20,13.98,12.29
2016,11,15,21,13.27,11.73
2016,11,15,22,12.3,10.94
2016,11,15,23,11.6,10.32
2016,11,16,0,11.32,10.08
2016,11,16,1,11.34,10.11
2016,11,16,2,11.55,10.3
2016,11,16,3,11.82,10.53
2016,11,16,4,11.91,10.6
2016,11,16,5,11.6,10.33
2016,11,16,6,11.02,9.83
2016,11,16,7,10.28,9.21
2016,11,16,8,9.51,8.57
2016,11,16,9,8.93,8.08
2016,11,16,10,8.6,7.81
2016,11,16,11,8.58,7.83
2016,11,16,12,8.77,8.02
2016,11,16,13,9.01,8.24
2016,11,16,14,9.29,8.49
2016,11,16,15,9.6,8.75
2016,11,16,16,9.86,8.97
2016,11,16,17,10.0,9.11
2016,11,16,18,9.92,9.02
2016,11,16,19,9.69,8.78
2016,11,16,20,9.35,8.46
2016,11,16,21,8.81,7.99
2016,11,16,22,8.42,7.65
2016,11,16,23,8.25,7.49
2016,11,17,0,8.14,7.4
2016,11,17,1,8.06,7.33
2016,11,17,2,8.13,7.38
2016,11,17,3,8.17,7.42
2016,11,17,4,8.11,7.37
2016,11,17,5,8.0,7.26
2016,11,17,6,7.89,7.14
2016,11,17,7,7.78,7.03
2016,11,17,8,7.73,6.97
2016,11,17,9,7.7,6.96
2016,11,17,10,7.76,7.03
2016,11,17,11,7.86,7.15
2016,11,17,12,7.9,7.22
2016,11,17,13,7.85,7.17
2016,11,17,14,7.73,7.08
2016,11,17,15,7.66,7.01
2016,11,17,16,7.63,6.96
2016,11,17,17,7.54,6.86
2016,11,17,18,7.39,6.71
2016,11,17,19,7.1,6.44
2016,11,17,20,6.81,6.18
2016,11,17,21,6.53,5.94
2016,11,17,22,6.33,5.8
2016,11,17,23,6.24,5.76
2016,11,18,0,6.15,5.71
2016,11,18,1,6.07,5.65
2016,11,18,2,6.02,5.61
2016,11,18,3,5.93,5.53
2016,11,18,4,5.82,5.42
2016,11,18,5,5.72,5.32
2016,11,18,6,5.61,5.22
2016,11,18,7,5.5,5.12
2016,11,18,8,5.41,5.07
2016,11,18,9,5.28,4.96
2016,11,18,10,5.12,4.83
2016,11,18,11,4.97,4.7
2016,11,18,12,4.92,4.65
2016,11,18,13,4.79,4.52
2016,11,18,14,4.5,4.23
2016,11,18,15,4.11,3.86
2016,11,18,16,3.82,3.56
2016,11,18,17,3.74,3.48
2016,11,18,18,3.77,3.52
2016,11,18,19,3.77,3.53
2016,11,18,20,3.75,3.52
2016,11,18,21,3.78,3.56
2016,11,18,22,3.94,3.72
2016,11,18,23,4.03,3.8
2016,11,19,0,4.0,3.78
2016,11,19,1,4.05,3.82
2016,11,19,2,4.14,3.9
2016,11,19,3,4.16,3.92
2016,11,19,4,4.01,3.78
2016,11,19,5,3.66,3.46
2016,11,19,6,3.29,3.13
2016,11,19,7,3.06,2.89
2016,11,19,8,3.16,2.98
2016,11,19,9,3.32,3.15
2016,11,19,10,3.64,3.46
2016,11,19,11,4.22,3.99
2016,11,19,12,4.89,4.59
2016,11,19,13,5.51,5.12
2016,11,19,14,5.98,5.52
2016,11,19,15,6.32,5.78
2016,11,19,16,6.38,5.82
2016,11,19,17,6.56,5.97
2016,11,19,18,6.97,6.33
2016,11,19,19,7.23,6.54
2016,11,19,20,7.14,6.45
2016,11,19,21,6.83,6.18
2016,11,19,22,6.51,5.91
2016,11,19,23,6.21,5.68
2016,11,20,0,6.07,5.6
2016,11,20,1,6.18,5.74
2016,11,20,2,6.56,6.05
2016,11,20,3,7.22,6.6
2016,11,20,4,8.16,7.35
2016,11,20,5,9.04,8.07
2016,11,20,6,10.12,8.97
2016,11,20,7,10.92,9.7
2016,11,20,8,11.41,10.15
2016,11,20,9,11.53,10.27
2016,11,20,10,10.86,9.72
2016,11,20,11,9.99,8.95
2016,11,20,12,9.13,8.23
2016,11,20,13,8.57,7.77
2016,11,20,14,8.51,7.72
2016,11,20,15,8.66,7.82
2016,11,20,16,8.56,7.71
2016,11,20,17,8.5,7.61
2016,11,20,18,8.13,7.29
2016,11,20,19,7.39,6.65
2016,11,20,20,7.09,6.42
2016,11,20,21,7.47,6.81
2016,11,20,22,7.43,6.79
2016,11,20,23,7.03,6.46
2016,11,21,0,6.55,6.07
2016,11,21,1,6.34,5.88
2016,11,21,2,6.39,5.92
2016,11,21,3,6.41,5.93
2016,11,21,4,6.22,5.76
2016,11,21,5,5.64,5.25
2016,11,21,6,5.06,4.73
2016,11,21,7,4.95,4.62
2016,11,21,8,5.59,5.21
2016,11,21,9,6.33,5.9
2016,11,21,10,6.57,6.11
2016,11,21,11,6.62,6.16
2016,11,21,12,6.7,6.26
2016,11,21,13,6.38,5.98
2016,11,21,14,6.07,5.71
2016,11,21,15,6.02,5.66
2016,11,21,16,6.11,5.72
2016,11,21,17,6.14,5.71
2016,11,21,18,6.14,5.69
2016,11,21,19,6.17,5.69
2016,11,21,20,6.24,5.75
2016,11,21,21,6.49,5.95
2016,11,21,22,6.74,6.16
2016,11,21,23,6.96,6.34
2016,11,22,0,7.32,6.64
2016,11,22,1,7.74,6.99
2016,11,22,2,8.23,7.39
2016,11,22,3,8.65,7.73
2016,11,22,4,9.15,8.14
2016,11,22,5,9.75,8.64
2016,11,22,6,10.34,9.12
2016,11,22,7,10.74,9.43
2016,11,22,8,10.68,9.33
2016,11,22,9,10.87,9.5
2016,11,22,10,11.34,9.94
2016,11,22,11,11.93,10.45
2016,11,22,12,12.61,11.04
2016,11,22,13,13.19,11.56
2016,11,22,14,13.67,11.97
2016,11,22,15,14.03,12.29
2016,11,22,16,14.1,12.36
2016,11,22,17,14.22,12.46
2016,11,22,18,14.7,12.84
2016,11,22,19,15.43,13.47
2016,11,22,20,15.89,13.88
2016,11,22,21,16.16,14.12
2016,11,22,22,16.43,14.36
2016,11,22,23,16.92,14.8
2016,11,23,0,17.45,15.25
2016,11,23,1,17.83,15.57
2016,11,23,2,18.09,15.75
2016,11,23,3,18.25,15.85
2016,11,23,4,18.09,15.72
2016,11,23,5,17.49,15.24
2016,11,23,6,16.84,14.71
2016,11,23,7,16.41,14.41
2016,11,23,8,16.18,14.22
2016,11,23,9,15.87,13.97
2016,11,23,10,15.57,13.75
2016,11,23,11,15.41,13.65
2016,11,23,12,15.39,13.64
2016,11,23,13,15.29,13.58
2016,11,23,14,15.16,13.46
2016,11,23,15,15.57,13.81
2016,11,23,16,16.45,14.57
2016,11,23,17,17.24,15.22
2016,11,23,18,17.76,15.64
2016,11,23,19,18.26,16.07
2016,11,23,20,18.85,16.5
2016,11,23,21,19.43,17.02
2016,11,23,22,19.69,17.3
2016,11,23,23,19.42,17.14
2016,11,24,0,18.94,16.76
2016,11,24,1,18.8,16.64
2016,11,24,2,18.68,16.56
2016,11,24,3,18.3,16.3
2016,11,24,4,17.8,15.85
2016,11,24,5,17.7,15.74
2016,11,24,6,17.81,15.81
2016,11,24,7,17.81,15.84
2016,11,24,8,17.7,15.76
2016,11,24,9,17.48,15.59
2016,11,24,10,17.5,15.63
2016,11,24,11,17.94,16.01
2016,11,24,12,18.47,16.43
2016,11,24,13,19.03,16.94
2016,11,24,14,19.3,17.19
2016,11,24,15,19.22,17.11
2016,11,24,16,18.8,16.74
2016,11,24,17,18.05,16.11
2016,11,24,18,17.14,15.37
2016,11,24,19,16.16,14.53
2016,11,24,20,15.03,13.48
2016,11,24,21,14.23,12.78
2016,11,24,22,13.49,12.14
2016,11,24,23,13.0,11.72
2016,11,25,0,12.81,11.55
2016,11,25,1,12.75,11.51
2016,11,25,2,12.8,11.55
2016,11,25,3,13.07,11.78
2016,11,25,4,13.35,12.03
2016,11,25,5,13.41,12.06
2016,11,25,6,13.22,11.89
2016,11,25,7,12.78,11.47
2016,11,25,8,12.08,10.83
2016,11,25,9,11.36,10.18
2016,11,25,10,10.56,9.5
2016,11,25,11,10.74,9.68
2016,11,25,12,12.3,11.01
2016,11,25,13,13.37,11.85
2016,11,25,14,13.84,12.23
2016,11,25,15,14.27,12.59
2016,11,25,16,14.5,12.78
2016,11,25,17,14.13,12.5
2016,11,25,18,13.34,11.83
2016,11,25,19,12.47,11.09
2016,11,25,20,11.39,10.17
2016,11,25,21,10.2,9.12
2016,11,25,22,8.94,8.03
2016,11,25,23,7.68,6.92
2016,11,26,0,6.44,5.8
2016,11,26,1,5.26,4.8
2016,11,26,2,4.29,3.99
2016,11,26,3,3.9,3.65
2016,11,26,4,3.94,3.66
2016,11,26,5,4.1,3.74
2016,11,26,6,4.14,3.71
2016,11,26,7,4.28,3.79
2016,11,26,8,5.0,4.46
2016,11,26,9,5.93,5.37
2016,11,26,10,6.79,6.21
2016,11,26,11,7.63,6.95
2016,11,26,12,8.57,7.77
2016,11,26,13,9.84,8.85
2016,11,26,14,11.05,9.9
2016,11,26,15,11.89,10.67
2016,11,26,16,12.29,11.08
2016,11,26,17,12.39,11.15
2016,11,26,18,12.41,11.17
2016,11,26,19,12.51,11.28
2016,11,26,20,12.88,11.66
2016,11,26,21,13.55,12.25
2016,11,26,22,14.37,12.96
2016,11,26,23,15.18,13.66
2016,11,27,0,15.47,13.9
2016,11,27,1,15.83,14.18
2016,11,27,2,16.41,14.66
2016,11,27,3,16.73,14.94
2016,11,27,4,17.03,15.21
2016,11,27,5,17.19,15.33
2016,11,27,6,17.07,15.2
2016,11,27,7,16.71,14.9
2016,11,27,8,16.16,14.46
2016,11,27,9,15.82,14.16
2016,11,27,10,15.82,14.17
2016,11,27,11,16.22,14.54
2016,11,27,12,16.68,14.93
2016,11,27,13,16.86,15.07
2016,11,27,14,17.1,15.26
2016,11,27,15,17.55,15.6
2016,11,27,16,18.06,15.97
2016,11,27,17,18.46,16.25
2016,11,27,18,18.9,16.54
2016,11,27,19,19.18,16.73
2016,11,27,20,19.29,16.77
2016,11,27,21,19.15,16.66
2016,11,27,22,19.01,16.54
2016,11,27,23,18.85,16.44
2016,11,28,0,18.72,16.4
2016,11,28,1,18.66,16.35
2016,11,28,2,18.62,16.32
2016,11,28,3,18.65,16.35
2016,11,28,4,18.86,16.51
2016,11,28,5,19.1,16.69
2016,11,28,6,19.23,16.76
2016,11,28,7,18.94,16.52
2016,11,28,8,18.49,16.21
2016,11,28,9,18.0,15.81
2016,11,28,10,17.45,15.34
2016,11,28,11,17.12,15.09
2016,11,28,12,16.88,14.92
2016,11,28,13,16.82,14.89
2016,11,28,14,17.13,15.12
2016,11,28,15,17.6,15.49
2016,11,28,16,17.66,15.54
2016,11,28,17,17.4,15.29
2016,11,28,18,16.89,14.79
2016,11,28,19,16.37,14.34
2016,11,28,20,15.76,13.81
2016,11,28,21,15.13,13.3
2016,11,28,22,14.64,12.9
2016,11,28,23,14.13,12.49
2016,11,29,0,13.63,12.1
2016,11,29,1,13.25,11.8
2016,11,29,2,13.02,11.61
2016,11,29,3,12.87,11.46
2016,11,29,4,12.72,11.33
2016,11,29,5,12.58,11.21
2016,11,29,6,12.13,10.83
2016,11,29,7,11.59,10.38
2016,11,29,8,11.04,9.91
2016,11,29,9,10.49,9.42
2016,11,29,10,10.2,9.15
2016,11,29,11,10.2,9.18
2016,11,29,12,10.35,9.33
2016,11,29,13,10.74,9.66
2016,11,29,14,11.42,10.21
2016,11,29,15,12.05,10.7
2016,11,29,16,12.34,10.94
2016,11,29,17,12.22,10.84
2016,11,29,18,11.62,10.34
2016,11,29,19,11.02,9.83
2016,11,29,20,10.43,9.31
2016,11,29,21,9.79,8.77
2016,11,29,22,9.31,8.39
2016,11,29,23,9.24,8.34
2016,11,30,0,9.22,8.33
2016,11,30,1,9.05,8.18
2016,11,30,2,8.88,8.04
2016,11,30,3,8.79,7.96
2016,11,30,4,8.67,7.86
2016,11,30,5,8.72,7.89
2016,11,30,6,9.54,8.6
2016,11,30,7,10.56,9.49
2016,11,30,8,11.12,10.0
2016,11,30,9,11.22,10.1
2016,11,30,10,11.26,10.13
2016,11,30,11,11.43,10.29
2016,11,30,12,11.82,10.65
2016,11,30,13,12.38,11.14
2016,11,30,14,12.88,11.6
2016,11,30,15,13.29,11.92
2016,11,30,16,13.65,12.21
2016,11,30,17,13.85,12.37
2016,11,30,18,13.92,12.43
2016,11,30,19,13.92,12.41
2016,11,30,20,13.82,12.29
2016,11,30,21,13.7,12.19
2016,11,30,22,13.36,11.9
2016,11,30,23,12.85,11.5
2016,12,1,0,12.63,11.34
2016,12,1,1,12.79,11.47
2016,12,1,2,13.12,11.75
2016,12,1,3,13.4,11.99
2016,12,1,4,13.56,12.14
2016,12,1,5,13.58,12.16
2016,12,1,6,13.67,12.22
2016,12,1,7,14.12,12.61
2016,12,1,8,14.63,13.06
2016,12,1,9,15.12,13.51
2016,12,1,10,15.75,14.07
2016,12,1,11,16.43,14.68
2016,12,1,12,16.82,15.03
2016,12,1,13,17.0,15.19
2016,12,1,14,17.29,15.42
2016,12,1,15,17.67,15.71
2016,12,1,16,18.05,16.0
2016,12,1,17,18.24,16.14
2016,12,1,18,18.44,16.21
2016,12,1,19,18.39,16.15
2016,12,1,20,18.1,15.9
2016,12,1,21,17.74,15.59
2016,12,1,22,17.37,15.28
2016,12,1,23,17.05,14.98
2016,12,2,0,16.58,14.61
2016,12,2,1,16.33,14.39
2016,12,2,2,16.2,14.28
2016,12,2,3,16.12,14.23
2016,12,2,4,16.15,14.25
2016,12,2,5,16.21,14.28
2016,12,2,6,16.13,14.21
2016,12,2,7,15.83,13.98
2016,12,2,8,15.39,13.64
2016,12,2,9,14.94,13.29
2016,12,2,10,14.7,13.08
2016,12,2,11,14.89,13.25
2016,12,2,12,15.55,13.8
2016,12,2,13,16.4,14.51
2016,12,2,14,16.94,14.95
2016,12,2,15,17.07,15.07
2016,12,2,16,17.05,15.07
2016,12,2,17,17.05,15.06
2016,12,2,18,17.0,14.98
2016,12,2,19,16.8,14.8
2016,12,2,20,16.31,14.39
2016,12,2,21,15.65,13.84
2016,12,2,22,15.02,13.32
2016,12,2,23,14.62,12.97
2016,12,3,0,14.34,12.72
2016,12,3,1,14.1,12.52
2016,12,3,2,13.9,12.35
2016,12,3,3,13.74,12.2
2016,12,3,4,13.6,12.07
2016,12,3,5,13.42,11.9
2016,12,3,6,13.27,11.76
2016,12,3,7,13.02,11.55
2016,12,3,8,12.69,11.26
2016,12,3,9,12.66,11.19
2016,12,3,10,12.75,11.27
2016,12,3,11,13.09,11.59
2016,12,3,12,13.59,12.04
2016,12,3,13,13.86,12.29
2016,12,3,14,14.02,12.46
2016,12,3,15,14.15,12.57
2016,12,3,16,14.04,12.5
2016,12,3,17,14.1,12.53
2016,12,3,18,14.09,12.47
2016,12,3,19,13.71,12.09
2016,12,3,20,13.08,11.53
2016,12,3,21,12.6,11.11
2016,12,3,22,12.12,10.7
2016,12,3,23,11.51,10.19
2016,12,4,0,10.79,9.55
2016,12,4,1,10.37,9.2
2016,12,4,2,10.36,9.21
2016,12,4,3,10.52,9.34
2016,12,4,4,10.62,9.44
2016,12,4,5,10.35,9.22
2016,12,4,6,10.01,8.95
2016,12,4,7,9.95,8.93
2016,12,4,8,10.2,9.17
2016,12,4,9,10.29,9.28
2016,12,4,10,10.12,9.18
2016,12,4,11,9.99,9.08
2016,12,4,12,9.92,9.03
2016,12,4,13,9.79,8.92
2016,12,4,14,9.73,8.87
2016,12,4,15,9.79,8.91
2016,12,4,16,9.88,8.98
2016,12,4,17,10.03,9.07
2016,12,4,18,10.1,9.09
2016,12,4,19,9.98,8.96
2016,12,4,20,9.71,8.7
2016,12,4,21,9.32,8.34
2016,12,4,22,8.97,8.0
2016,12,4,23,9.12,8.1
2016,12,5,0,9.53,8.44
2016,12,5,1,9.95,8.8
2016,12,5,2,10.25,9.05
2016,12,5,3,10.48,9.23
2016,12,5,4,10.57,9.31
2016,12,5,5,10.55,9.26
2016,12,5,6,10.61,9.31
2016,12,5,7,10.73,9.4
2016,12,5,8,10.77,9.43
2016,12,5,9,10.74,9.41
2016,12,5,10,10.8,9.47
2016,12,5,11,10.92,9.63
2016,12,5,12,10.97,9.77
2016,12,5,13,10.96,9.79
2016,12,5,14,11.0,9.84
2016,12,5,15,11.14,9.97
2016,12,5,16,11.34,10.14
2016,12,5,17,11.35,10.16
2016,12,5,18,11.49,10.26
2016,12,5,19,11.88,10.53
2016,12,5,20,12.16,10.75
2016,12,5,21,12.29,10.86
2016,12,5,22,12.54,11.06
2016,12,5,23,13.08,11.51
2016,12,6,0,13.93,12.22
2016,12,6,1,14.95,13.08
2016,12,6,2,16.13,14.02
2016,12,6,3,17.22,14.91
2016,12,6,4,18.02,15.58
2016,12,6,5,18.08,15.66
2016,12,6,6,17.92,15.53
2016,12,6,7,17.99,15.58
2016,12,6,8,17.96,15.56
2016,12,6,9,17.75,15.43
2016,12,6,10,17.5,15.26
2016,12,6,11,17.48,15.29
2016,12,6,12,17.64,15.44
2016,12,6,13,17.85,15.65
2016,12,6,14,18.08,15.83
2016,12,6,15,18.14,15.87
2016,12,6,16,18.01,15.76
2016,12,6,17,17.71,15.53
2016,12,6,18,17.3,15.22
2016,12,6,19,16.53,14.59
2016,12,6,20,15.73,13.93
2016,12,6,21,14.66,13.04
2016,12,6,22,14.03,12.51
2016,12,6,23,13.67,12.18
2016,12,7,0,13.32,11.86
2016,12,7,1,12.93,11.53
2016,12,7,2,12.54,11.21
2016,12,7,3,12.11,10.87
2016,12,7,4,11.63,10.46
2016,12,7,5,11.3,10.2
2016,12,7,6,11.27,10.18
2016,12,7,7,11.41,10.29
2016,12,7,8,11.47,10.34
2016,12,7,9,11.44,10.32
2016,12,7,10,11.59,10.47
2016,12,7,11,11.81,10.66
2016,12,7,12,11.93,10.77
2016,12,7,13,11.86,10.73
2016,12,7,14,11.72,10.62
2016,12,7,15,11.8,10.68
2016,12,7,16,12.07,10.87
2016,12,7,17,12.54,11.25
2016,12,7,18,13.03,11.62
2016,12,7,19,13.06,11.62
2016,12,7,20,12.67,11.27
2016,12,7,21,12.25,10.95
2016,12,7,22,11.74,10.52
2016,12,7,23,11.65,10.45
2016,12,8,0,11.66,10.45
2016,12,8,1,11.68,10.48
2016,12,8,2,11.65,10.44
2016,12,8,3,11.66,10.46
2016,12,8,4,11.62,10.41
2016,12,8,5,11.33,10.18
2016,12,8,6,11.04,9.92
2016,12,8,7,10.77,9.69
2016,12,8,8,10.45,9.43
2016,12,8,9,10.19,9.21
2016,12,8,10,10.14,9.19
2016,12,8,11,10.38,9.42
2016,12,8,12,10.9,9.87
2016,12,8,13,11.45,10.34
2016,12,8,14,11.85,10.69
2016,12,8,15,12.26,11.04
2016,12,8,16,12.57,11.31
2016,12,8,17,12.77,11.44
2016,12,8,18,12.82,11.44
2016,12,8,19,12.61,11.25
2016,12,8,20,12.5,11.14
2016,12,8,21,12.47,11.13
2016,12,8,22,12.29,10.97
2016,12,8,23,12.17,10.85
2016,12,9,0,12.09,10.79
2016,12,9,1,12.14,10.81
2016,12,9,2,12.3,10.94
2016,12,9,3,12.48,11.07
2016,12,9,4,12.75,11.29
2016,12,9,5,13.14,11.64
2016,12,9,6,13.52,11.95
2016,12,9,7,13.65,12.06
2016,12,9,8,13.71,12.09
2016,12,9,9,13.95,12.22
2016,12,9,10,14.31,12.49
2016,12,9,11,14.76,12.84
2016,12,9,12,15.2,13.22
2016,12,9,13,15.81,13.71
2016,12,9,14,16.23,14.06
2016,12,9,15,16.43,14.2
2016,12,9,16,16.32,14.15
2016,12,9,17,16.03,13.95
2016,12,9,18,15.41,13.44
2016,12,9,19,14.56,12.65
2016,12,9,20,13.86,11.97
2016,12,9,21,13.17,11.31
2016,12,9,22,12.35,10.64
2016,12,9,23,11.83,10.26
2016,12,10,0,11.5,10.07
2016,12,10,1,10.93,9.6
2016,12,10,2,10.43,9.14
2016,12,10,3,10.03,8.82
2016,12,10,4,9.65,8.53
2016,12,10,5,9.44,8.29
2016,12,10,6,9.3,8.15
2016,12,10,7,9.24,8.06
2016,12,10,8,9.41,8.15
2016,12,10,9,9.97,8.53
2016,12,10,10,10.53,9.04
2016,12,10,11,10.98,9.46
2016,12,10,12,11.81,10.21
2016,12,10,13,12.73,11.03
2016,12,10,14,13.61,11.83
2016,12,10,15,14.66,12.73
2016,12,10,16,15.51,13.47
2016,12,10,17,15.54,13.55
2016,12,10,18,15.15,13.26
2016,12,10,19,14.81,12.98
2016,12,10,20,14.52,12.71
2016,12,10,21,13.92,12.21
2016,12,10,22,13.33,11.7
2016,12,10,23,13.08,11.5
2016,12,11,0,12.97,11.41
2016,12,11,1,12.95,11.38
2016,12,11,2,12.84,11.3
2016,12,11,3,12.84,11.3
2016,12,11,4,12.8,11.27
2016,12,11,5,12.79,11.26
2016,12,11,6,12.93,11.37
2016,12,11,7,13.05,11.49
2016,12,11,8,13.21,11.64
2016,12,11,9,13.42,11.81
2016,12,11,10,13.41,11.79
2016,12,11,11,13.42,11.81
2016,12,11,12,13.71,12.08
2016,12,11,13,14.13,12.44
2016,12,11,14,14.35,12.61
2016,12,11,15,14.31,12.51
2016,12,11,16,13.78,12.05
2016,12,11,17,12.77,11.2
2016,12,11,18,11.62,10.15
2016,12,11,19,10.49,9.12
2016,12,11,20,9.53,8.19
2016,12,11,21,8.22,7.03
2016,12,11,22,6.56,5.57
2016,12,11,23,4.69,3.85
2016,12,12,0,2.77,2.29
2016,12,12,1,1.34,1.31
2016,12,12,2,1.26,1.16
2016,12,12,3,1.87,1.55
2016,12,12,4,2.56,2.14
2016,12,12,5,3.36,2.99
2016,12,12,6,4.26,3.92
2016,12,12,7,4.99,4.64
2016,12,12,8,5.52,5.15
2016,12,12,9,5.97,5.59
2016,12,12,10,6.15,5.79
2016,12,12,11,6.17,5.83
2016,12,12,12,6.23,5.87
2016,12,12,13,6.38,6.0
2016,12,12,14,6.5,6.09
2016,12,12,15,6.63,6.19
2016,12,12,16,6.77,6.3
2016,12,12,17,6.73,6.26
2016,12,12,18,6.51,6.06
2016,12,12,19,6.2,5.76
2016,12,12,20,5.99,5.56
2016,12,12,21,5.94,5.5
2016,12,12,22,6.08,5.62
2016,12,12,23,6.42,5.94
2016,12,13,0,6.88,6.34
2016,12,13,1,7.31,6.72
2016,12,13,2,7.74,7.08
2016,12,13,3,8.04,7.33
2016,12,13,4,8.24,7.5
2016,12,13,5,8.19,7.44
2016,12,13,6,8.12,7.38
2016,12,13,7,8.03,7.32
2016,12,13,8,7.82,7.14
2016,12,13,9,7.4,6.8
2016,12,13,10,7.08,6.54
2016,12,13,11,7.12,6.6
2016,12,13,12,7.2,6.68
2016,12,13,13,7.17,6.67
2016,12,13,14,7.1,6.61
2016,12,13,15,6.99,6.51
2016,12,13,16,6.89,6.39
2016,12,13,17,6.89,6.35
2016,12,13,18,7.0,6.41
2016,12,13,19,7.43,6.73
2016,12,13,20,8.15,7.32
2016,12,13,21,8.99,7.99
2016,12,13,22,9.75,8.62
2016,12,13,23,10.56,9.3
2016,12,14,0,11.5,10.07
2016,12,14,1,12.71,11.06
2016,12,14,2,13.7,11.98
2016,12,14,3,14.4,12.64
2016,12,14,4,15.06,13.24
2016,12,14,5,15.55,13.66
2016,12,14,6,15.84,13.93
2016,12,14,7,15.8,13.91
2016,12,14,8,15.33,13.55
2016,12,14,9,14.77,13.09
2016,12,14,10,14.36,12.75
2016,12,14,11,14.31,12.75
2016,12,14,12,14.86,13.24
2016,12,14,13,15.71,13.96
2016,12,14,14,16.54,14.68
2016,12,14,15,17.1,15.14
2016,12,14,16,17.53,15.49
2016,12,14,17,17.76,15.64
2016,12,14,18,17.88,15.73
2016,12,14,19,17.82,15.67
2016,12,14,20,17.83,15.67
2016,12,14,21,17.9,15.77
2016,12,14,22,17.85,15.76
2016,12,14,23,17.69,15.65
2016,12,15,0,17.46,15.48
2016,12,15,1,17.34,15.39
2016,12,15,2,17.49,15.55
2016,12,15,3,17.7,15.78
2016,12,15,4,17.78,15.88
